Last name,First name,Age,Gender,Address,Email,Telephone,Contact for future races,How did you hear about race,Emergency contact name,Emergency contact number
Perkins,Eugene,40,male,907 Chronometers Dr. Quincy MA,whores@gmail.com,724-7677,no,came last year,Willie Berry,439-3134
Rivas,James,43,female,825 Laundryman Ln. Norwell MA,complainers@gmail.com,964-8697,no,a friend,,759-3632
Caldwell,Lee,24,male,,wholes@hotmail.com,791-3162,yes,church,Kayla Webb,538-9669
Andrews,Kristen,9,female,791 Wets St. Braintree MA,pallets@hotmail.com,542-6073,yes,,Rosanne Blankenship,663-9820
Hodge,Corinne,49,female,589 Slaughtered St. Braintree MA,sulky@gmail.com,254-1095,no,school,Latasha Lindsay,318-2137
Savage,Luis,8,male,44 Unclasps Way Braintree MA,playgoer@gmail.com,,yes,school,Miguel Bean,529-7619
Mcguire,Bianca,60,female,780 Eugenics Way Hingham MA,thinks@hotmail.com,657-3004,no,,Allan Barber,426-3289
Patterson,Earlene,90,female,711 Bellowed St. Hanover MA,foregone@gmail.com,343-4698,yes,church,Harvey Fischer,816-5568
Gill,Terry,96,male,925 Shocked St. Hingham MA,vickies@gmail.com,753-3157,no,,,594-2696
Mcguire,Curtis,97,male,426 Deign St. Hanover MA,derivations@hotmail.com,972-2606,no,,Derrick Hyde,852-3163
Burton,Jamie,24,male,121 Mosleys Dr. Quincy MA,turpitude@gmail.com,877-5792,,a friend,Bryan Fuentes,177-6218
Cain,Simone,21,female,576 Linwoods St. Norwell MA,levelers@gmail.com,607-5830,no,,Mathew Franklin,638-9060
Puckett,Kyle,43,male,,,144-3949,no,school,Florence Talley,112-1632
West,Eddie,10,female,823 Subheads Ln. Braintree MA,unwind@hotmail.com,934-8131,no,,Clarence Benton,626-3678
Mcdaniel,Neil,45,male,11 Rambles Pkwy. Hanover MA,contorts@hotmail.com,334-2513,yes,school,Charlie Joyce,534-4604
Warner,Kerri,64,female,3 Firs St. Quincy MA,alfonso@hotmail.com,545-7396,no,school,Floyd Byers,739-3536
Sawyer,Micheal,59,male,168 Mcgowan Pkwy. Braintree MA,treatable@gmail.com,549-1458,no,,Marvin Wagner,572-3120
Figueroa,Charlie,47,male,1 Epitomes Pkwy. Hanover MA,regulars@gmail.com,691-8806,yes,,Celina Mercer,
Stark,Randy,7,male,438 Bouncy St. Norwell MA,mannishly@hotmail.com,156-8791,no,school,April Whitaker,
Doyle,Howard,78,male,300 Vats St. Norwell MA,tapes@gmail.com,778-1189,no,church,Greta Hyde,564-9614
Riley,Henry,91,male,302 Shrapnel St. Norwell MA,interminably@hotmail.com,553-5317,yes,came last year,,591-5338
Franks,Lacey,14,female,294 Meteorites Ln. Quincy MA,hensleys@hotmail.com,268-8777,yes,came last year,Warren Mccall,174-1792
Branch,Samantha,60,female,691 Orangutangs St. Norwell MA,burnout@gmail.com,131-8859,yes,church,Vivian Mcneil,710-1027
Munoz,Lawrence,73,male,434 Ciliums St. Hingham MA,repulsively@hotmail.com,130-1174,yes,church,Armando Carter,933-8922
Lewis,Daniel,25,male,41 Annotations Ln. Hanover MA,ushered@hotmail.com,100-7567,no,church,Freddie Levy,286-2034
Houston,Benjamin,61,male,532 Medleys Dr. Hingham MA,outbalancing@hotmail.com,229-1833,no,school,Michael Kemp,275-9887
Brown,Stephanie,20,female,,tranquilest@gmail.com,798-1948,no,school,Mandy Snider,367-3390
Erickson,Carlos,23,male,135 Homed St. Hingham MA,salines@hotmail.com,677-3785,no,a friend,Tammie Greer,202-4553
Rhodes,Angela,9,female,875 Attain Pkwy. Weymouth MA,chatterboxes@gmail.com,505-1030,no,,Kirsten Noble,913-4312
Love,Nelson,54,male,677 Maryellens St. Hingham MA,footfalls@gmail.com,589-3198,no,church,Chris Dodson,843-1713
Hobbs,Lorena,70,female,351 Lightweights St. Norwell MA,untimely@gmail.com,436-9781,yes,came last year,,781-7125
Boyer,Armando,91,male,18 Adulterers Pkwy. Norwell MA,joshua@gmail.com,,no,school,,268-8342
Cross,Calvin,86,male,250 Candelabrums St. Braintree MA,teaspoonsful@gmail.com,786-2936,no,,Augusta Blevins,971-4655
Blevins,Penny,90,female,541 Tedious St. Hingham MA,strives@hotmail.com,989-2278,yes,church,,100-5866
Burke,Abigail,63,female,93 Bevel Ln. Hingham MA,imbalances@gmail.com,710-3457,no,came last year,Phillip Hogan,473-8081
Gordon,Billy,75,male,745 Masquerades St. Hanover MA,classmate@hotmail.com,144-9248,yes,,Marie Zimmerman,514-4779
Jacobson,Clyde,12,male,883 Southerly Dr. Hanover MA,iteration@gmail.com,387-6373,yes,church,Maryann Gilliam,656-4385
Terry,Alexandra,4,female,451 Lacks St. Braintree MA,trustworthiness@hotmail.com,137-3851,yes,,Nina Moody,249-5939
Hyde,Pamela,2,female,,planck@gmail.com,,no,a friend,Kyle Langley,938-8753
Powers,Christian,41,male,768 Unhanded Pkwy. Hingham MA,microphones@hotmail.com,544-9995,yes,,Monica Garrett,701-3524
Odom,Leslie,15,male,900 Carp St. Hanover MA,expletives@gmail.com,873-5510,no,came last year,Hector Sexton,336-7705
Melton,Lessie,77,,35 Materialized Dr. Weymouth MA,disburses@gmail.com,737-2028,yes,a friend,,671-3492
Moon,Nellie,63,female,399 Premises St. Quincy MA,downfalls@gmail.com,526-6246,no,,Isabelle Morton,573-5987
Finley,Wallace,67,male,652 Troll Dr. Quincy MA,claires@gmail.com,297-6110,no,church,Jason Spears,687-9801
Sampson,Lacy,16,female,297 Gaseous St. Weymouth MA,bidders@hotmail.com,,yes,,Alex Delacruz,781-6670
Kaufman,Kirk,50,male,956 Manors St. Norwell MA,least@hotmail.com,781-1090,yes,a friend,Cherie Hodges,126-9928
Farmer,Jorge,39,male,,jitterbugged@hotmail.com,312-8099,yes,a friend,Tamera Mccarthy,663-5937
Hall,Frank,68,male,181 Rings Pkwy. Hingham MA,dogfight@hotmail.com,650-8667,yes,a friend,Charmaine Schmidt,212-5031
Mercado,Leonor,34,female,953 Burgess St. Braintree MA,elbowing@hotmail.com,786-4966,no,,Barry Goodwin,163-3744
Casey,Alex,38,male,524 Audacity Ln. Weymouth MA,fulminated@gmail.com,158-1953,yes,came last year,Gene Buck,209-7945
Curry,Tommy,38,male,976 Lighthearted St. Quincy MA,kennels@hotmail.com,802-6589,,a friend,Harriet Riggs,
Howe,Enrique,11,male,531 Terminal St. Norwell MA,makes@hotmail.com,830-5116,yes,church,Julian Mathis,808-1487
Mccall,Mathew,16,male,42 Trisha St. Norwell MA,temperaments@gmail.com,343-5327,no,,Arnold Mills,572-1007
Weaver,Bonita,85,,558 Brans Ln. Braintree MA,fanaticism@gmail.com,869-4106,no,school,Sarah Atkins,103-3271
Turner,Brandie,78,female,502 Counterclaiming Ln. Quincy MA,herringbone@hotmail.com,814-6802,yes,a friend,Kyle Brooks,851-9446
Duran,Mathew,68,male,329 Beardmores Dr. Norwell MA,,698-1747,no,came last year,Jeannine Brennan,994-9523
Robbins,Felix,20,male,983 Narratives Dr. Hanover MA,pipit@hotmail.com,873-5631,no,,,211-6981
Rosario,Imogene,70,female,726 Psychiatrists Pkwy. Quincy MA,monogramming@hotmail.com,363-6200,yes,school,Zachary Campbell,109-2983
Hamilton,Adam,27,male,544 Oppressors Ln. Hingham MA,mohairs@hotmail.com,589-8446,no,came last year,Marva Taylor,454-8570
Navarro,Leon,7,male,338 Kringles St. Norwell MA,swung@hotmail.com,730-8392,no,school,Francis Martin,298-7614
Drake,Todd,63,male,750 Beau Ln. Hanover MA,,491-3822,yes,came last year,Jennifer David,499-2522
Noel,Antonia,45,female,504 Mindedness Ln. Hanover MA,shadiness@gmail.com,355-9948,no,school,Phoebe Sweet,667-5399
Mayo,Eddie,14,female,,levy@gmail.com,803-5612,no,a friend,Chris Ball,142-2815
Stafford,,73,male,341 Leopolds Ln. Quincy MA,skydove@gmail.com,941-8689,,,Kelly Terry,364-9167
Lara,Kurt,55,male,532 Bawled St. Norwell MA,vijayawadas@gmail.com,575-6669,yes,a friend,Manuela Miller,790-6033
Barlow,Chasity,28,female,263 Petrochemicals St. Quincy MA,stipulated@gmail.com,294-8368,yes,came last year,Sheila Boyd,798-3349
Allen,Floyd,41,male,525 Predetermination Ln. Braintree MA,equivalent@hotmail.com,812-4279,no,came last year,Martha Owens,169-3404
Hodges,Jose,90,male,513 Locusts St. Hanover MA,initials@gmail.com,168-6750,yes,,Lessie Alvarez,227-6132
Phelps,Alison,92,female,620 Gratings St. Norwell MA,donkey@hotmail.com,674-7852,no,a friend,Deana Simpson,865-8860
Maxwell,Madeline,19,female,424 Korys Way Norwell MA,snafus@hotmail.com,409-9247,yes,,Janis Nunez,450-3031
Osborn,Kyle,37,male,262 Lenoir Pkwy. Quincy MA,château@gmail.com,110-3676,no,a friend,Bruce Cardenas,247-8254
Lawson,Jennifer,83,female,488 Conciliators St. Hingham MA,whiskers@gmail.com,175-4076,no,church,Rodney Munoz,315-5144
Tucker,Dwayne,73,male,185 Navajos Ln. Hanover MA,undetected@gmail.com,853-7325,,,Joseph Le,550-5887
Clemons,Jolene,52,female,980 Pickfords Pkwy. Quincy MA,artwork@gmail.com,191-3823,no,a friend,Keith Herrera,206-8311
Kline,Fred,58,male,978 Riding St. Hingham MA,plaudit@gmail.com,541-3103,yes,,Tonya Mcknight,625-3116
,Ted,44,male,349 Gearing Dr. Hingham MA,verisimilitude@gmail.com,875-9041,no,,Armando Bentley,305-8887
Wyatt,Jeanne,46,female,683 Uriah St. Hanover MA,submerging@hotmail.com,299-3387,yes,,Shannon Ferguson,733-9889
Coffey,Martha,69,female,739 Catalyst St. Weymouth MA,mullahs@gmail.com,963-6153,yes,church,Noelle Bailey,
Paul,,62,female,151 Diss Way Quincy MA,souvenirs@gmail.com,,no,,Earline Castaneda,
Forbes,Danny,60,male,165 Macmillan Dr. Weymouth MA,blackheads@gmail.com,735-1547,,came last year,Effie Conrad,147-3168
Holman,Jimmie,53,female,416 Initialed Ln. Quincy MA,whirls@hotmail.com,,no,school,,745-2286
Armstrong,Alex,37,male,894 Flagellation St. Weymouth MA,mantras@gmail.com,646-1061,yes,church,Becky Mercado,805-9860
Bowman,Felix,60,male,692 Humanest Ln. Braintree MA,coinciding@hotmail.com,118-3810,no,,Leroy Hoffman,704-5477
Soto,Alexandria,39,female,650 Beebe Dr. Weymouth MA,mono@gmail.com,762-1706,yes,church,Edwin Fisher,397-9809
Cooke,Ron,6,male,132 Virulence Way Braintree MA,illustrious@gmail.com,148-5811,no,school,Joan Mcfadden,692-2545
Burton,Clinton,18,male,639 Reconquering Dr. Hingham MA,retract@hotmail.com,753-6243,yes,church,Elnora Rasmussen,631-9381
Knowles,Leslie,1,male,277 Rowenas Pkwy. Weymouth MA,vietnams@gmail.com,264-4509,,school,Dorothea Terrell,558-6397
Dodson,Douglas,37,male,223 Youre Dr. Weymouth MA,snowboards@hotmail.com,628-9819,yes,,Josie Mcpherson,686-1137
Middleton,Erik,3,male,57 Discountenance St. Braintree MA,beauregard@hotmail.com,127-2001,no,,Nathan Callahan,818-5494
Mcmillan,Sonja,32,female,448 Hydroelectric Ln. Quincy MA,kibitzes@gmail.com,341-9958,,school,Jesus Harper,317-7971
Adams,Sidney,71,male,382 Senior Way Braintree MA,métiers@hotmail.com,447-5141,yes,came last year,,480-4477
Hendricks,Terri,88,female,102 Puns Dr. Norwell MA,,112-7566,yes,a friend,Jeffrey Blanchard,950-5585
Ramsey,Jo,99,female,926 Tyrannosaur Dr. Braintree MA,chirped@gmail.com,441-3303,no,,Leroy Harmon,809-7911
Daniel,Diane,80,female,114 Incontestably Dr. Weymouth MA,senioritys@hotmail.com,,yes,church,,305-5323
Dodson,Amber,63,female,384 Retreat St. Hanover MA,admirals@hotmail.com,943-9375,yes,a friend,Charmaine Acosta,
Hinton,Kara,67,female,112 Nab Ln. Weymouth MA,connive@gmail.com,939-9867,yes,school,Meagan Gutierrez,733-4659
Beach,Randy,56,male,906 Ovulated St. Braintree MA,almachs@gmail.com,,yes,school,,562-9127
Dillon,Iris,18,female,813 Adheres Ln. Hanover MA,kipper@gmail.com,370-8911,yes,a friend,Amanda Smith,244-5356
Mckay,Jeannie,34,female,300 Masterpiece Ln. Braintree MA,spartans@gmail.com,794-1144,yes,came last year,,191-5608
Kemp,Herman,94,male,358 Tactile Way Quincy MA,kiddo@hotmail.com,192-9565,yes,came last year,Erica Doyle,485-7724
Stuart,Terry,36,female,889 Navy St. Norwell MA,gantlets@hotmail.com,628-3422,,school,June Delacruz,717-3136
Hurst,Myrtle,56,female,100 Immortalitys Pkwy. Weymouth MA,candidness@gmail.com,739-7420,yes,church,Bill Merrill,920-4153
Ratliff,Alvin,78,male,883 Sealants Way Hanover MA,grumpiest@gmail.com,320-2373,no,,Lewis Montgomery,907-7970
Bass,Wanda,86,female,692 Hither Ln. Hingham MA,motormouths@gmail.com,496-1668,yes,a friend,Jillian Berger,796-4699
Joseph,Herman,65,,,hed@hotmail.com,851-5229,no,came last year,,483-5842
Chang,Liliana,53,female,708 Unconcernedly Ln. Braintree MA,,997-9933,yes,church,Henrietta Chan,365-8664
Stevens,Sarah,91,female,947 Slacken Ln. Norwell MA,gadded@hotmail.com,291-9362,yes,,,690-2325
Hooper,Natasha,38,female,584 Determines St. Quincy MA,canberras@gmail.com,768-9428,no,a friend,Martin Rogers,184-7977
Nguyen,Gabriel,75,male,576 Sweatshop Way Hanover MA,groping@gmail.com,123-3566,yes,came last year,Rosario Webb,969-1200
Hart,Belinda,91,female,261 Candice St. Hingham MA,playhouses@gmail.com,699-9109,yes,came last year,Lucile Best,771-4353
Pace,Wallace,97,male,694 Reemerge Ln. Quincy MA,urinating@gmail.com,104-6568,yes,came last year,Freda Britt,554-9515
Armstrong,Bernice,86,female,2 Pursuing Way Braintree MA,reveries@gmail.com,,yes,,Leslie Bauer,642-1030
Estrada,Heather,35,female,109 Brooks Pkwy. Quincy MA,vertically@gmail.com,149-6783,yes,school,,589-4308
Justice,Carmella,7,female,800 Recall St. Braintree MA,jingoism@gmail.com,,no,came last year,Steve Mcfarland,
Calderon,Lavonne,21,female,385 Yest Ln. Braintree MA,aesthetics@gmail.com,,no,church,Melanie Horn,819-9888
Matthews,Shawn,59,male,965 Glues St. Hingham MA,beddings@gmail.com,119-2834,no,came last year,Leanna Alston,171-8082
Davenport,Mara,53,female,271 Toeholds Way Hingham MA,itinerant@gmail.com,998-2456,no,church,,885-4088
Spears,Latasha,90,female,257 Shilling Dr. Hanover MA,reimposes@gmail.com,490-3809,no,,Russell Weaver,944-3118
Nichols,Christopher,39,male,383 Gins Ln. Quincy MA,berried@gmail.com,737-7265,no,a friend,Sofia Poole,516-6934
Lewis,Lindsay,11,female,407 Diffidently Dr. Hingham MA,pimpernels@gmail.com,709-7892,no,church,,327-5491
Fuller,Jim,65,male,82 Urinalysis St. Quincy MA,beheld@gmail.com,387-4177,no,,Bernard Rogers,379-9722
Giles,Bobby,76,male,46 Flagons Ln. Weymouth MA,eyelashes@hotmail.com,710-9016,no,came last year,Jorge Cameron,342-4387
Dalton,Terry,91,female,853 Boards Pkwy. Norwell MA,maces@hotmail.com,343-2126,no,school,Rosalind Hardy,662-9002
Wilcox,Millicent,40,female,584 Lanced St. Hanover MA,chivalrous@hotmail.com,891-4886,no,came last year,Edwin Fox,
Mclean,Lana,82,female,,dodders@hotmail.com,833-6873,no,school,Warren Oconnor,395-6379
Cardenas,Stacie,61,female,561 Continually St. Quincy MA,complemented@gmail.com,195-6542,yes,,Donald Duncan,898-1701
Lamb,Jayne,22,female,77 Thicknesss St. Hingham MA,landladys@gmail.com,721-3017,no,a friend,Roland Reese,577-6578
Perkins,Rafael,27,,255 Implode Ln. Hanover MA,warrior@hotmail.com,686-1646,,church,Leroy Bowen,992-9985
Newton,Michael,20,male,885 Weaver Way Hingham MA,comings@gmail.com,664-1390,yes,,,
Vasquez,Virgie,66,female,276 Stinginess Way Weymouth MA,prettinesss@gmail.com,743-4221,no,,Derek Kelly,824-7949
Bolton,Agnes,7,female,645 Ambrosias St. Weymouth MA,dissects@hotmail.com,483-8537,,school,Lenora Santana,842-4820
Sosa,Rowena,75,female,350 Ashkenazim Way Norwell MA,ebbed@hotmail.com,900-9699,no,school,Serena Pugh,
Lowery,Alba,76,female,339 Laundress Dr. Hanover MA,fires@hotmail.com,127-6973,no,a friend,,353-2357
Beck,Elva,93,female,216 Bathing Dr. Norwell MA,disembodies@hotmail.com,827-1110,no,school,Dee Graves,975-6560
Morin,Joan,67,female,51 BoöTes Pkwy. Weymouth MA,nailbrushs@gmail.com,839-2179,yes,school,Henry Rodriguez,375-3384
Sargent,Elena,43,female,989 Disproves St. Quincy MA,insomniac@gmail.com,943-9898,no,came last year,Bernice Avila,767-3243
Valentine,Velma,41,female,279 Saintliness Dr. Quincy MA,creeper@gmail.com,779-8488,yes,school,Adam Whitaker,112-6212
Frost,Betty,19,female,773 Coasted St. Quincy MA,motivation@hotmail.com,758-3975,yes,school,Jeffrey Foreman,270-8502
Nunez,Ian,33,male,4 Bishoprics Way Braintree MA,,417-2045,no,came last year,Sue Mayer,832-7929
Rowe,Glenda,75,female,638 Noses Ln. Braintree MA,computations@hotmail.com,620-3921,no,,Antonio Ochoa,309-4350
Hale,Jose,21,male,16 Wiretaps Dr. Norwell MA,single@gmail.com,765-5452,yes,,Terrence Vazquez,103-8894
Stein,Daniel,61,male,666 Cobwebs Dr. Braintree MA,extemporaneous@gmail.com,498-3002,yes,,Tom Wilkerson,811-1108
Gates,Margie,12,female,448 Jealousies Dr. Weymouth MA,gauze@hotmail.com,925-6643,yes,,Charlie Branch,
Cruz,Sergio,57,male,783 Stores Pkwy. Weymouth MA,rugs@gmail.com,837-8232,no,a friend,Travis Greene,456-7797
Diaz,Shari,16,female,916 Indemnities Ln. Quincy MA,proffer@hotmail.com,121-2479,yes,school,Julia Mcpherson,879-6579
Cobb,Darren,38,male,695 Defendants Pkwy. Weymouth MA,laxer@hotmail.com,533-6303,yes,,Eliza Valdez,429-1784
Jarvis,Mai,48,female,352 Receivers St. Quincy MA,conspiracies@hotmail.com,899-6528,yes,,Barry Everett,961-5874
Clemons,,31,male,817 Greensboro St. Weymouth MA,desdemona@hotmail.com,,yes,school,Virgil Watts,666-5165
Solomon,,31,female,63 Maintaining Dr. Braintree MA,unfairness@hotmail.com,946-9324,no,came last year,,790-7867
Pruitt,Claude,89,male,854 Reactivated Dr. Norwell MA,slumbers@hotmail.com,222-2070,no,church,Pedro Fields,419-4615
Mcmillan,Doris,36,female,544 Pharmacopoeia Ln. Norwell MA,ashen@gmail.com,104-6458,yes,a friend,Angelia Stuart,575-8821
Campos,,45,female,103 Gauntest Ln. Weymouth MA,contemporaneous@hotmail.com,864-4240,yes,church,Duane Stout,525-3197
Morrow,Kirk,35,male,854 Hooper Ln. Weymouth MA,brigantines@gmail.com,,yes,church,Andre Olson,654-6414
Craft,Erna,51,female,804 Scows St. Braintree MA,hashing@hotmail.com,355-9645,yes,came last year,,875-6217
Kirby,Jimmy,5,male,544 Sabines St. Braintree MA,slackens@hotmail.com,437-8132,no,,John Carey,670-4236
Cash,Jonathan,28,male,477 Oozes St. Hanover MA,jackknives@hotmail.com,260-6007,no,school,,988-7085
Merritt,Eric,6,male,329 Choreographs Dr. Hanover MA,behalfs@gmail.com,809-8613,no,church,Donald Slater,972-7653
Owen,Rosalinda,14,female,83 Portaging Ln. Braintree MA,serendipitous@gmail.com,654-6781,yes,school,James Hopkins,853-2122
Kim,Gabrielle,89,female,783 Refiners St. Hanover MA,lawfulnesss@gmail.com,232-1083,no,came last year,Edgar Vincent,428-4300
Summers,Angela,86,,870 Supercharging Dr. Braintree MA,rebuild@gmail.com,352-8517,no,,Myrna Clements,273-5250
Jefferson,Dale,67,male,281 Glasgow Ln. Braintree MA,stickups@gmail.com,803-5299,yes,,Felix Phillips,902-2372
Zamora,Lynne,68,female,409 Howard Dr. Hingham MA,cheapskate@gmail.com,,no,,Bessie Dalton,645-2350
Valencia,Kyle,67,male,330 Mink St. Norwell MA,ancestral@hotmail.com,643-6162,no,school,Lonnie Salinas,307-4464
Contreras,Shawn,11,male,66 Justifications Ln. Quincy MA,finch@gmail.com,690-9417,no,came last year,Arline Haynes,736-4163
Riggs,Jon,57,male,779 Moiseyevs St. Weymouth MA,estuarys@hotmail.com,191-6203,no,church,Deana Willis,700-7968
Holman,Harvey,97,male,261 Untimely Dr. Hanover MA,straights@hotmail.com,471-5379,yes,church,Ruthie Romero,
Lowery,James,32,male,941 Airports Ln. Braintree MA,jaywalk@hotmail.com,808-1704,no,school,Leah Schroeder,391-6366
Bass,,82,male,558 Grungiest St. Braintree MA,nipples@gmail.com,926-8456,yes,church,Kevin Greer,786-3677
Horne,Rose,12,female,918 Bellybuttons St. Norwell MA,flatfish@hotmail.com,805-7364,yes,a friend,Allie Stephenson,527-3802
Mccray,Mabel,65,female,907 Olins Way Quincy MA,bjorks@hotmail.com,,no,came last year,Carly Flores,821-1421
Dickson,,24,male,520 Digitized Ln. Braintree MA,epitomizes@hotmail.com,227-6084,no,,Tom Walters,249-4675
Reid,Isaac,73,male,579 Overshoots Ln. Weymouth MA,flair@gmail.com,655-8366,,school,David Miranda,
Hubbard,Cassie,4,female,191 Discourse St. Weymouth MA,karina@gmail.com,198-2062,yes,church,Mike Allen,777-7418
Dennis,Ken,75,male,292 Anabel St. Hanover MA,konrad@gmail.com,203-8540,yes,school,Leonard Robles,171-5574
Powers,Jana,69,female,260 Flit St. Braintree MA,margarita@gmail.com,311-5173,no,,Kelly Hart,197-8299
Clements,Vivian,75,female,830 Upgrading Way Norwell MA,chandras@hotmail.com,423-8156,yes,came last year,Erma Kirkland,241-7997
Hickman,Socorro,29,female,896 Subtract St. Hanover MA,blinds@hotmail.com,623-4129,yes,came last year,Lee Mathews,478-6979
Waters,Tammi,72,,519 Pilfered Pkwy. Weymouth MA,ills@hotmail.com,129-3084,yes,,Gordon Manning,806-6846
Mcintyre,Virgil,38,male,220 Semester St. Braintree MA,burglarized@hotmail.com,133-3233,no,,Callie Horn,949-1301
Dudley,Glen,66,male,850 Equation St. Hanover MA,mahogany@gmail.com,,yes,,,307-5083
Sykes,Amparo,8,female,855 Anywhere St. Quincy MA,circuiting@gmail.com,184-3731,yes,school,Latoya Mclaughlin,334-2848
Waller,Sonja,86,female,417 Egret St. Hanover MA,crocodiles@gmail.com,300-9910,no,school,Leanna Finley,589-6901
Burks,Steve,76,male,109 Damon Way Quincy MA,marquezs@hotmail.com,979-5341,yes,a friend,Bonnie Trujillo,332-9754
Perez,Loretta,0,female,12 Wylie Pkwy. Hanover MA,ravens@hotmail.com,,yes,church,Brittany Guerrero,824-7837
Harper,Jacklyn,15,,410 Westbound Pkwy. Norwell MA,desperado@hotmail.com,810-6528,yes,school,Frank Owens,346-3985
Cooke,Teri,83,female,47 Motive Ln. Norwell MA,typography@gmail.com,131-5949,no,school,,625-8771
Berger,Susanna,74,female,499 Blubbers Way Hanover MA,corralled@hotmail.com,622-8751,yes,a friend,Daisy Winters,529-2112
Cantrell,Nellie,81,female,164 Pepper Dr. Quincy MA,ms@gmail.com,634-5829,yes,church,Eugene Fields,944-2819
Weeks,Glen,70,male,539 Persnickety Way Norwell MA,caduceus@gmail.com,833-6013,yes,church,Gabriel Buck,
Torres,Ross,19,male,178 Permanent Dr. Hingham MA,margret@gmail.com,496-2189,no,came last year,Flora Knowles,938-6742
Gallegos,Byron,17,male,899 Beelines St. Hingham MA,imperiously@gmail.com,850-3720,no,,Bridgett Salinas,683-3023
Bryan,Harvey,6,male,346 Storekeepers Dr. Norwell MA,tapping@gmail.com,732-9980,yes,church,Cecile Stout,340-2624
Nguyen,Mamie,93,female,,scissors@hotmail.com,816-1111,yes,a friend,Todd Manning,143-5903
Williamson,,87,female,20 Beardmore St. Hingham MA,thoughtfully@hotmail.com,559-1011,yes,came last year,Nannie Osborne,515-9560
Black,Mario,33,male,200 Welts Dr. Braintree MA,,788-6123,no,a friend,Louella Walter,387-6615
Kramer,Edgar,13,male,237 Outplacement St. Weymouth MA,lilacs@hotmail.com,739-8692,yes,,Cory Sullivan,207-3594
Roth,Barry,51,male,980 Driveled St. Hingham MA,cognate@hotmail.com,412-8587,no,school,Leah Orr,210-7312
Cobb,Marvin,44,male,17 Ornatenesss Way Braintree MA,pickups@gmail.com,125-7635,yes,school,Ola Delgado,544-8879
Delgado,Ophelia,4,,29 Judgeships Dr. Norwell MA,pregnant@gmail.com,808-6496,yes,a friend,Fran Wagner,882-7813
Guzman,Angeline,91,female,858 Clarifying St. Hingham MA,bagpipes@gmail.com,584-2157,yes,church,Steven Pena,705-9236
Salinas,Berta,45,female,757 Rescinds St. Hingham MA,golds@gmail.com,748-7233,no,church,Lawanda Morales,205-7920
Foster,Felecia,30,female,152 Emphysema Ln. Weymouth MA,outrun@hotmail.com,301-7613,no,came last year,Sonia Downs,623-7061
French,Jack,53,male,690 Unreleased Ln. Braintree MA,disobeyed@gmail.com,573-3551,yes,school,,431-9337
Gillespie,Willa,14,female,258 Potassiums St. Quincy MA,viscounts@hotmail.com,454-8883,no,a friend,Eric Mccormick,908-8092
Frank,Michael,53,male,422 Scoutmasters Way Hingham MA,chaparral@hotmail.com,506-7900,no,came last year,Milton Burnett,464-8315
Sawyer,Zachary,69,male,994 Splutters St. Norwell MA,kingdoms@gmail.com,973-6198,yes,a friend,Vera Chandler,228-5214
Taylor,Kaitlin,64,female,507 Demos Dr. Hingham MA,,827-8906,yes,came last year,Jodi William,266-4656
Raymond,Zachary,64,male,28 Khartoums Ln. Braintree MA,coasting@hotmail.com,657-3776,no,,Joanne Hatfield,583-6363
Taylor,,13,female,379 Gardening St. Quincy MA,tried@hotmail.com,308-2971,no,school,Phyllis Key,356-8131
Greer,Rosalind,13,female,71 Gantrys St. Quincy MA,discoverys@hotmail.com,171-7933,no,school,Russell Downs,183-3949
Swanson,Mitchell,57,male,913 France St. Hanover MA,prut@hotmail.com,717-3433,yes,a friend,Enid Black,276-1204
Beck,Lonnie,75,male,865 Swards St. Quincy MA,etymologist@hotmail.com,507-9997,yes,school,Alberta Rush,787-9344
Fitzgerald,Gilbert,87,male,997 Diagonals St. Norwell MA,peevishnesss@gmail.com,691-2089,yes,,Roberto Carroll,
Guy,Lilian,55,female,396 Koreans Dr. Weymouth MA,rightfulnesss@gmail.com,465-6058,yes,school,Brad Crawford,920-3820
Oneil,Kristina,88,female,342 Pakistans Ln. Hingham MA,pops@gmail.com,236-9653,yes,came last year,Travis Hayes,808-3433
Casey,Angel,64,male,710 Mari Pkwy. Quincy MA,identification@gmail.com,801-7994,yes,came last year,Clarence Rich,767-5834
Mckinney,Shawn,64,female,811 Sauntered St. Braintree MA,phoneticss@gmail.com,179-5827,yes,church,Bruce Conner,783-5293
Dennis,Franklin,30,male,291 Scarifies St. Hingham MA,squatters@gmail.com,243-5503,yes,a friend,Evangeline Duke,997-5246
Moses,Rebecca,22,female,443 Yamagatas Ln. Braintree MA,hosts@gmail.com,582-8113,no,church,Arnold Maldonado,920-3624
Foley,Armando,33,male,735 Montpelier Pkwy. Hingham MA,crotchets@gmail.com,748-1180,no,came last year,,838-6039
Contreras,Isabella,57,female,211 Guzzle St. Hingham MA,shamans@gmail.com,595-5489,yes,church,Herminia Stephenson,890-3795
Carpenter,Angelita,95,female,811 Classicals St. Hanover MA,,183-3766,yes,a friend,,599-9485
Estes,Tracy,46,female,613 Lazying Way Hingham MA,flying@gmail.com,831-4064,yes,,Tamra Cochran,231-5398
Frederick,Lisa,43,female,35 Jiggle Ln. Quincy MA,cannier@hotmail.com,653-2232,no,,Clifford Wilson,870-4011
Mejia,Henry,9,male,320 Freshwaters St. Quincy MA,illnesss@hotmail.com,224-2444,yes,a friend,Edwin Knapp,638-3763
